PID    COMM              FD ERR FLAGS    PATH
8808   malicious-prog     3   0 00000000 /usr/include/linux/nfsd/nfsfh.h
8808   malicious-prog     4   0 00001101 ./output/1485-nfsfh.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/bpf.h
8808   malicious-prog     4   0 00001101 ./output/1486-bpf.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/auto_fs.h
8808   malicious-prog     4   0 00001101 ./output/1487-auto_fs.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/random.h
8808   malicious-prog     4   0 00001101 ./output/1488-random.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/rpmsg.h
8808   malicious-prog     4   0 00001101 ./output/1489-rpmsg.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/capability.h
8808   malicious-prog     4   0 00001101 ./output/1490-capability.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/tc_act/tc_sample.h
8808   malicious-prog     4   0 00001101 ./output/1491-tc_sample.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/param.h
8808   malicious-prog     4   0 00001101 ./output/1493-param.h
967    VBoxService        4   0 02000000 /var/run/utmp
647    dbus-daemon       -1   2 02204000 /usr/local/share/dbus-1/system-services
647    dbus-daemon       25   0 02204000 /usr/share/dbus-1/system-services
647    dbus-daemon       -1   2 02204000 /lib/dbus-1/system-services
647    dbus-daemon       25   0 02204000 /var/lib/snapd/dbus-1/system-services/
8808   malicious-prog     3   0 00000000 /usr/include/linux/memfd.h
8808   malicious-prog     4   0 00001101 ./output/1494-memfd.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/byteorder/little_endian.h
8808   malicious-prog     4   0 00001101 ./output/1495-little_endian.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_pppox.h
8808   malicious-prog     4   0 00001101 ./output/1496-if_pppox.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/io_uring.h
8808   malicious-prog     4   0 00001101 ./output/1497-io_uring.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ultrasound.h
8808   malicious-prog     4   0 00001101 ./output/1498-ultrasound.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/socket.h
8808   malicious-prog     4   0 00001101 ./output/1499-socket.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/can/bcm.h
8808   malicious-prog     4   0 00001101 ./output/1500-bcm.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/atmlec.h
8808   malicious-prog     4   0 00001101 ./output/1501-atmlec.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/joystick.h
8808   malicious-prog     4   0 00001101 ./output/1502-joystick.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/gsmmux.h
8808   malicious-prog     4   0 00001101 ./output/1503-gsmmux.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/tc_act/tc_defact.h
8808   malicious-prog     4   0 00001101 ./output/1504-tc_defact.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/prctl.h
8808   malicious-prog     4   0 00001101 ./output/1505-prctl.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/nf_conntrack_ftp.h
8808   malicious-prog     4   0 00001101 ./output/1506-nf_conntrack_ftp.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/raid/md_p.h
8808   malicious-prog     4   0 00001101 ./output/1507-md_p.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/bt-bmc.h
8808   malicious-prog     4   0 00001101 ./output/1508-bt-bmc.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/qemu_fw_cfg.h
8808   malicious-prog     4   0 00001101 ./output/1509-qemu_fw_cfg.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/dlm_netlink.h
8808   malicious-prog     4   0 00001101 ./output/1510-dlm_netlink.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_macsec.h
8808   malicious-prog     4   0 00001101 ./output/1511-if_macsec.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/firewire-constants.h
8808   malicious-prog     4   0 00001101 ./output/1512-firewire-constants.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/tty.h
8808   malicious-prog     4   0 00001101 ./output/1513-tty.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_connbytes.h
8808   malicious-prog     4   0 00001101 ./output/1514-xt_connbytes.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/qemu_fw_cfg.h
8808   malicious-prog     4   0 00001101 ./output/1515-qemu_fw_cfg.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ife.h
8808   malicious-prog     4   0 00001101 ./output/1516-ife.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/resource.h
8808   malicious-prog     4   0 00001101 ./output/1517-resource.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/nilfs2_api.h
8808   malicious-prog     4   0 00001101 ./output/1518-nilfs2_api.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_DSCP.h
8808   malicious-prog     4   0 00001101 ./output/1519-xt_DSCP.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/adb.h
8808   malicious-prog     4   0 00001101 ./output/1520-adb.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/map_to_7segment.h
8808   malicious-prog     4   0 00001101 ./output/1521-map_to_7segment.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/nf_log.h
8808   malicious-prog     4   0 00001101 ./output/1522-nf_log.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/tc_ematch/tc_em_nbyte.h
8808   malicious-prog     4   0 00001101 ./output/1523-tc_em_nbyte.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ppp-ioctl.h
8808   malicious-prog     4   0 00001101 ./output/1524-ppp-ioctl.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/udp.h
8808   malicious-prog     4   0 00001101 ./output/1525-udp.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ppp-ioctl.h
8808   malicious-prog     4   0 00001101 ./output/1526-ppp-ioctl.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/dma-buf.h
8808   malicious-prog     4   0 00001101 ./output/1527-dma-buf.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_socket.h
8808   malicious-prog     4   0 00001101 ./output/1528-xt_socket.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/vm_sockets.h
8808   malicious-prog     4   0 00001101 ./output/1529-vm_sockets.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_TEE.h
8808   malicious-prog     4   0 00001101 ./output/1530-xt_TEE.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/net_namespace.h
8808   malicious-prog     4   0 00001101 ./output/1531-net_namespace.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/i2o-dev.h
8808   malicious-prog     4   0 00001101 ./output/1532-i2o-dev.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/mroute.h
8808   malicious-prog     4   0 00001101 ./output/1533-mroute.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/byteorder/big_endian.h
8808   malicious-prog     4   0 00001101 ./output/1534-big_endian.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_quota.h
8808   malicious-prog     4   0 00001101 ./output/1535-xt_quota.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/atm_zatm.h
8808   malicious-prog     4   0 00001101 ./output/1536-atm_zatm.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter_bridge/ebt_802_3.h
8808   malicious-prog     4   0 00001101 ./output/1537-ebt_802_3.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/dlm_device.h
8808   malicious-prog     4   0 00001101 ./output/1538-dlm_device.h
967    VBoxService        4   0 02000000 /var/run/utmp
647    dbus-daemon       -1   2 02204000 /usr/local/share/dbus-1/system-services
647    dbus-daemon       25   0 02204000 /usr/share/dbus-1/system-services
647    dbus-daemon       -1   2 02204000 /lib/dbus-1/system-services
647    dbus-daemon       25   0 02204000 /var/lib/snapd/dbus-1/system-services/
8808   malicious-prog     3   0 00000000 /usr/include/linux/vtpm_proxy.h
8808   malicious-prog     4   0 00001101 ./output/1539-vtpm_proxy.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/cec.h
8808   malicious-prog     4   0 00001101 ./output/1540-cec.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_u32.h
8808   malicious-prog     4   0 00001101 ./output/1541-xt_u32.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_l2tp.h
8808   malicious-prog     4   0 00001101 ./output/1542-xt_l2tp.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/meye.h
8808   malicious-prog     4   0 00001101 ./output/1543-meye.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ax25.h
8808   malicious-prog     4   0 00001101 ./output/1544-ax25.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/capi.h
8808   malicious-prog     4   0 00001101 ./output/1545-capi.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/virtio_iommu.h
8808   malicious-prog     4   0 00001101 ./output/1546-virtio_iommu.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/v4l2-mediabus.h
8808   malicious-prog     4   0 00001101 ./output/1547-v4l2-mediabus.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/pcitest.h
8808   malicious-prog     4   0 00001101 ./output/1548-pcitest.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/arcfb.h
8808   malicious-prog     4   0 00001101 ./output/1549-arcfb.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/ipset/ip_set_list.h
8808   malicious-prog     4   0 00001101 ./output/1550-ip_set_list.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/in6.h
8808   malicious-prog     4   0 00001101 ./output/1551-in6.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/mempolicy.h
8808   malicious-prog     4   0 00001101 ./output/1552-mempolicy.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/taskstats.h
8808   malicious-prog     4   0 00001101 ./output/1553-taskstats.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_dccp.h
8808   malicious-prog     4   0 00001101 ./output/1554-xt_dccp.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/radeonfb.h
8808   malicious-prog     4   0 00001101 ./output/1555-radeonfb.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/sockios.h
8808   malicious-prog     4   0 00001101 ./output/1556-sockios.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/nubus.h
8808   malicious-prog     4   0 00001101 ./output/1557-nubus.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/gfs2_ondisk.h
8808   malicious-prog     4   0 00001101 ./output/1558-gfs2_ondisk.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/uuid.h
8808   malicious-prog     4   0 00001101 ./output/1559-uuid.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/tc_act/tc_pedit.h
8808   malicious-prog     4   0 00001101 ./output/1560-tc_pedit.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/dcbnl.h
8808   malicious-prog     4   0 00001101 ./output/1561-dcbnl.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/dvb/ca.h
8808   malicious-prog     4   0 00001101 ./output/1562-ca.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/pr.h
8808   malicious-prog     4   0 00001101 ./output/1563-pr.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/personality.h
8808   malicious-prog     4   0 00001101 ./output/1564-personality.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/in_route.h
8808   malicious-prog     4   0 00001101 ./output/1565-in_route.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/cifs/cifs_mount.h
8808   malicious-prog     4   0 00001101 ./output/1566-cifs_mount.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/eventpoll.h
8808   malicious-prog     4   0 00001101 ./output/1567-eventpoll.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/nf_conntrack_ftp.h
8808   malicious-prog     4   0 00001101 ./output/1568-nf_conntrack_ftp.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_tcpudp.h
8808   malicious-prog     4   0 00001101 ./output/1569-xt_tcpudp.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/userfaultfd.h
8808   malicious-prog     4   0 00001101 ./output/1570-userfaultfd.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/xilinx-v4l2-controls.h
8808   malicious-prog     4   0 00001101 ./output/1571-xilinx-v4l2-controls.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/gtp.h
8808   malicious-prog     4   0 00001101 ./output/1572-gtp.h
654    irqbalance         6   0 00000000 /proc/interrupts
654    irqbalance         6   0 00000000 /proc/stat
654    irqbalance         6   0 00000000 /proc/irq/20/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/0/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/1/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/8/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/12/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/14/smp_affinity
654    irqbalance         6   0 00000000 /proc/irq/15/smp_affinity
8808   malicious-prog     3   0 00000000 /usr/include/linux/blkpg.h
8808   malicious-prog     4   0 00001101 ./output/1573-blkpg.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/v4l2-dv-timings.h
8808   malicious-prog     4   0 00001101 ./output/1574-v4l2-dv-timings.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/wait.h
8808   malicious-prog     4   0 00001101 ./output/1575-wait.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/phantom.h
8808   malicious-prog     4   0 00001101 ./output/1576-phantom.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_team.h
8808   malicious-prog     4   0 00001101 ./output/1577-if_team.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/posix_types.h
8808   malicious-prog     4   0 00001101 ./output/1578-posix_types.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/virtio_net.h
8808   malicious-prog     4   0 00001101 ./output/1579-virtio_net.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/nfs_fs.h
8808   malicious-prog     4   0 00001101 ./output/1580-nfs_fs.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/fd.h
8808   malicious-prog     4   0 00001101 ./output/1581-fd.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter_ipv6/ip6t_LOG.h
8808   malicious-prog     4   0 00001101 ./output/1582-ip6t_LOG.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/iommu.h
8808   malicious-prog     4   0 00001101 ./output/1583-iommu.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/xfrm.h
8808   malicious-prog     4   0 00001101 ./output/1584-xfrm.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter_ipv6/ip6t_opts.h
8808   malicious-prog     4   0 00001101 ./output/1585-ip6t_opts.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/psci.h
8808   malicious-prog     4   0 00001101 ./output/1586-psci.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_packet.h
8808   malicious-prog     4   0 00001101 ./output/1587-if_packet.h
967    VBoxService        4   0 02000000 /var/run/utmp
647    dbus-daemon       -1   2 02204000 /usr/local/share/dbus-1/system-services
647    dbus-daemon       25   0 02204000 /usr/share/dbus-1/system-services
647    dbus-daemon       -1   2 02204000 /lib/dbus-1/system-services
647    dbus-daemon       25   0 02204000 /var/lib/snapd/dbus-1/system-services/
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter_bridge/ebtables.h
8808   malicious-prog     4   0 00001101 ./output/1588-ebtables.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/vm_sockets.h
8808   malicious-prog     4   0 00001101 ./output/1589-vm_sockets.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/reiserfs_xattr.h
8808   malicious-prog     4   0 00001101 ./output/1590-reiserfs_xattr.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/vtpm_proxy.h
8808   malicious-prog     4   0 00001101 ./output/1591-vtpm_proxy.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/kexec.h
8808   malicious-prog     4   0 00001101 ./output/1592-kexec.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/dma-buf.h
8808   malicious-prog     4   0 00001101 ./output/1593-dma-buf.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_connlimit.h
8808   malicious-prog     4   0 00001101 ./output/1594-xt_connlimit.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter_ipv6/ip6t_LOG.h
8808   malicious-prog     4   0 00001101 ./output/1595-ip6t_LOG.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_arp.h
8808   malicious-prog     4   0 00001101 ./output/1596-if_arp.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ioctl.h
8808   malicious-prog     4   0 00001101 ./output/1597-ioctl.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/const.h
8808   malicious-prog     4   0 00001101 ./output/1598-const.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/cuda.h
8808   malicious-prog     4   0 00001101 ./output/1599-cuda.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/nfs4_mount.h
8808   malicious-prog     4   0 00001101 ./output/1600-nfs4_mount.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/inotify.h
8808   malicious-prog     4   0 00001101 ./output/1601-inotify.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_ppp.h
8808   malicious-prog     4   0 00001101 ./output/1602-if_ppp.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/pkt_sched.h
8808   malicious-prog     4   0 00001101 ./output/1603-pkt_sched.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/reiserfs_fs.h
8808   malicious-prog     4   0 00001101 ./output/1604-reiserfs_fs.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/audit.h
8808   malicious-prog     4   0 00001101 ./output/1605-audit.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/iio/types.h
8808   malicious-prog     4   0 00001101 ./output/1606-types.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/tc_act/tc_nat.h
8808   malicious-prog     4   0 00001101 ./output/1607-tc_nat.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/arcfb.h
8808   malicious-prog     4   0 00001101 ./output/1608-arcfb.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/apm_bios.h
8808   malicious-prog     4   0 00001101 ./output/1609-apm_bios.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/bsg.h
8808   malicious-prog     4   0 00001101 ./output/1610-bsg.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/erspan.h
8808   malicious-prog     4   0 00001101 ./output/1611-erspan.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/serial.h
8808   malicious-prog     4   0 00001101 ./output/1612-serial.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_fc.h
8808   malicious-prog     4   0 00001101 ./output/1613-if_fc.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_tunnel.h
8808   malicious-prog     4   0 00001101 ./output/1614-if_tunnel.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/blktrace_api.h
8808   malicious-prog     4   0 00001101 ./output/1615-blktrace_api.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/genwqe/genwqe_card.h
8808   malicious-prog     4   0 00001101 ./output/1616-genwqe_card.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/cciss_ioctl.h
8808   malicious-prog     4   0 00001101 ./output/1617-cciss_ioctl.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/tc_ematch/tc_em_text.h
8808   malicious-prog     4   0 00001101 ./output/1618-tc_em_text.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/tc_act/tc_gact.h
8808   malicious-prog     4   0 00001101 ./output/1619-tc_gact.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_cluster.h
8808   malicious-prog     4   0 00001101 ./output/1620-xt_cluster.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/userio.h
8808   malicious-prog     4   0 00001101 ./output/1621-userio.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/i2c.h
8808   malicious-prog     4   0 00001101 ./output/1622-i2c.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/smc.h
8808   malicious-prog     4   0 00001101 ./output/1623-smc.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/atmlec.h
8808   malicious-prog     4   0 00001101 ./output/1624-atmlec.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/rds.h
8808   malicious-prog     4   0 00001101 ./output/1625-rds.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/posix_types.h
8808   malicious-prog     4   0 00001101 ./output/1626-posix_types.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/arm_sdei.h
8808   malicious-prog     4   0 00001101 ./output/1627-arm_sdei.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ptp_clock.h
8808   malicious-prog     4   0 00001101 ./output/1628-ptp_clock.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/nfnetlink_osf.h
8808   malicious-prog     4   0 00001101 ./output/1629-nfnetlink_osf.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/stddef.h
8808   malicious-prog     4   0 00001101 ./output/1630-stddef.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/rtc.h
8808   malicious-prog     4   0 00001101 ./output/1631-rtc.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/loop.h
8808   malicious-prog     4   0 00001101 ./output/1632-loop.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/llc.h
8808   malicious-prog     4   0 00001101 ./output/1633-llc.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter_ipv6/ip6t_opts.h
8808   malicious-prog     4   0 00001101 ./output/1634-ip6t_opts.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/v4l2-dv-timings.h
8808   malicious-prog     4   0 00001101 ./output/1635-v4l2-dv-timings.h
967    VBoxService        4   0 02000000 /var/run/utmp
647    dbus-daemon       -1   2 02204000 /usr/local/share/dbus-1/system-services
647    dbus-daemon       25   0 02204000 /usr/share/dbus-1/system-services
647    dbus-daemon       -1   2 02204000 /lib/dbus-1/system-services
647    dbus-daemon       25   0 02204000 /var/lib/snapd/dbus-1/system-services/
1      systemd           24   0 02000000 /proc/616/cgroup
1      systemd           24   0 02000000 /proc/615/cgroup
8808   malicious-prog     3   0 00000000 /usr/include/linux/scif_ioctl.h
8808   malicious-prog     4   0 00001101 ./output/1636-scif_ioctl.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/can/error.h
8808   malicious-prog     4   0 00001101 ./output/1637-error.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/tipc_netlink.h
8808   malicious-prog     4   0 00001101 ./output/1638-tipc_netlink.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/nvme_ioctl.h
8808   malicious-prog     4   0 00001101 ./output/1639-nvme_ioctl.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/nexthop.h
8808   malicious-prog     4   0 00001101 ./output/1640-nexthop.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_connmark.h
8808   malicious-prog     4   0 00001101 ./output/1641-xt_connmark.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_ppp.h
8808   malicious-prog     4   0 00001101 ./output/1642-if_ppp.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/romfs_fs.h
8808   malicious-prog     4   0 00001101 ./output/1643-romfs_fs.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ncsi.h
8808   malicious-prog     4   0 00001101 ./output/1644-ncsi.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/can/vxcan.h
8808   malicious-prog     4   0 00001101 ./output/1645-vxcan.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/kcm.h
8808   malicious-prog     4   0 00001101 ./output/1646-kcm.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/pktcdvd.h
8808   malicious-prog     4   0 00001101 ./output/1647-pktcdvd.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter/xt_socket.h
8808   malicious-prog     4   0 00001101 ./output/1648-xt_socket.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/scc.h
8808   malicious-prog     4   0 00001101 ./output/1649-scc.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/if_team.h
8808   malicious-prog     4   0 00001101 ./output/1650-if_team.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ipmi_bmc.h
8808   malicious-prog     4   0 00001101 ./output/1651-ipmi_bmc.h
1890   gsd-color         15   0 00000000 /etc/localtime
1890   gsd-color         15   0 00000000 /etc/localtime
8808   malicious-prog     3   0 00000000 /usr/include/linux/virtio_iommu.h
8808   malicious-prog     4   0 00001101 ./output/1652-virtio_iommu.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/videodev2.h
8808   malicious-prog     4   0 00001101 ./output/1653-videodev2.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/fsverity.h
8808   malicious-prog     4   0 00001101 ./output/1654-fsverity.h
8808   malicious-prog     3   0 00000000 /usr/include/linux/ip.h
8808   malicious-prog     4   0 00001101 ./output/1655-ip.h
1707   VBoxClient         8   0 00000000 /run/user/1000/gdm/Xauthority
1609   Xorg              47   0 00000000 /proc/1707/cmdline
8808   malicious-prog     3   0 00000000 /usr/include/linux/netfilter_bridge/ebt_arp.h
