Level,Date and Time,Source,Event ID,Task Category
Information,3/8/2016 12:40:56 PM,Microsoft-Windows-Security-Auditing,4624,Logon,"An account was successfully logged on.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-8NQK06IH20A$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Type:			2

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0x1E8EB1
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0xf28
	Process Name:		C:\Windows\System32\winlogon.exe

Network Information:
	Workstation Name:	WIN-8NQK06IH20A
	Source Network Address:	127.0.0.1
	Source Port:		0

Detailed Authentication Information:
	Logon Process:		User32 
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
Information,3/8/2016 12:40:56 PM,Microsoft-Windows-Security-Auditing,4624,Logon,"An account was successfully logged on.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-8NQK06IH20A$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Type:			2

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0x1E8E97
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0xf28
	Process Name:		C:\Windows\System32\winlogon.exe

Network Information:
	Workstation Name:	WIN-8NQK06IH20A
	Source Network Address:	127.0.0.1
	Source Port:		0

Detailed Authentication Information:
	Logon Process:		User32 
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
Information,3/8/2016 12:40:56 PM,Microsoft-Windows-Security-Auditing,4648,Logon,"A logon was attempted using explicit credentials.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-8NQK06IH20A$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Account Whose Credentials Were Used:
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Target Server:
	Target Server Name:	localhost
	Additional Information:	localhost

Process Information:
	Process ID:		0xf28
	Process Name:		C:\Windows\System32\winlogon.exe

Network Information:
	Network Address:	127.0.0.1
	Port:			0

This event is generated when a process attempts to log on an account by explicitly specifying that account’s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
Information,3/8/2016 12:40:45 PM,Microsoft-Windows-Security-Auditing,4672,Special Logon,"Special privileges assigned to new logon.

Subject:
	Security ID:		S-1-5-90-2
	Account Name:		DWM-2
	Account Domain:		Window Manager
	Logon ID:		0x1E6651

Privileges:		SeAssignPrimaryTokenPrivilege
			SeAuditPrivilege"
Information,3/8/2016 12:40:45 PM,Microsoft-Windows-Security-Auditing,4672,Special Logon,"Special privileges assigned to new logon.

Subject:
	Security ID:		S-1-5-90-2
	Account Name:		DWM-2
	Account Domain:		Window Manager
	Logon ID:		0x1E65AE

Privileges:		SeAssignPrimaryTokenPrivilege
			SeAuditPrivilege
			SeImpersonatePrivilege"
Information,3/8/2016 12:40:45 PM,Microsoft-Windows-Security-Auditing,4624,Logon,"An account was successfully logged on.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-8NQK06IH20A$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Type:			2

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-90-2
	Account Name:		DWM-2
	Account Domain:		Window Manager
	Logon ID:		0x1E6651
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0xf28
	Process Name:		C:\Windows\System32\winlogon.exe

Network Information:
	Workstation Name:	
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
Information,3/8/2016 12:40:45 PM,Microsoft-Windows-Security-Auditing,4624,Logon,"An account was successfully logged on.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-8NQK06IH20A$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Type:			2

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-90-2
	Account Name:		DWM-2
	Account Domain:		Window Manager
	Logon ID:		0x1E65AE
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0xf28
	Process Name:		C:\Windows\System32\winlogon.exe

Network Information:
	Workstation Name:	
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
Information,3/8/2016 12:40:45 PM,Microsoft-Windows-Security-Auditing,4648,Logon,"A logon was attempted using explicit credentials.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-8NQK06IH20A$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Account Whose Credentials Were Used:
	Account Name:		DWM-2
	Account Domain:		Window Manager
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Target Server:
	Target Server Name:	localhost
	Additional Information:	localhost

Process Information:
	Process ID:		0xf28
	Process Name:		C:\Windows\System32\winlogon.exe

Network Information:
	Network Address:	-
	Port:			-

This event is generated when a process attempts to log on an account by explicitly specifying that account’s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
Information,3/8/2016 12:40:39 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Guest
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:40:39 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Administrator
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:40:39 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Admin
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:40:39 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Guest
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:40:39 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Administrator
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:40:39 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Admin
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:40:29 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Administrator
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:40:26 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Administrator
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:40:26 PM,Microsoft-Windows-Security-Auditing,4732,Security Group Management,"A member was added to a security-enabled local group.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC254

Member:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1002
	Account Name:		-

Group:
	Security ID:		BUILTIN\Administrators
	Group Name:		Administrators
	Group Domain:		Builtin

Additional Information:
	Privileges:		-"
Information,3/8/2016 12:40:17 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Administrator
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:40:14 PM,Microsoft-Windows-Security-Auditing,4738,User Account Management,"A user account was changed.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC254

Target Account:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1002
	Account Name:		Admin
	Account Domain:		WIN-8NQK06IH20A

Changed Attributes:
	SAM Account Name:	-
	Display Name:		-
	User Principal Name:	-
	Home Directory:		-
	Home Drive:		-
	Script Path:		-
	Profile Path:		-
	User Workstations:	-
	Password Last Set:	-
	Account Expires:		-
	Primary Group ID:	-
	AllowedToDelegateTo:	-
	Old UAC Value:		-
	New UAC Value:		-
	User Account Control:	-
	User Parameters:	-
	SID History:		-
	Logon Hours:		-

Additional Information:
	Privileges:		-"
Information,3/8/2016 12:40:14 PM,Microsoft-Windows-Security-Auditing,4724,User Account Management,"An attempt was made to reset an account's password.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC254

Target Account:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1002
	Account Name:		Admin
	Account Domain:		WIN-8NQK06IH20A"
Information,3/8/2016 12:40:14 PM,Microsoft-Windows-Security-Auditing,4738,User Account Management,"A user account was changed.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC254

Target Account:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1002
	Account Name:		Admin
	Account Domain:		WIN-8NQK06IH20A

Changed Attributes:
	SAM Account Name:	Admin
	Display Name:		Admin
	User Principal Name:	-
	Home Directory:		<value not set>
	Home Drive:		<value not set>
	Script Path:		<value not set>
	Profile Path:		<value not set>
	User Workstations:	<value not set>
	Password Last Set:	3/7/2016 11:40:14 PM
	Account Expires:		<never>
	Primary Group ID:	513
	AllowedToDelegateTo:	-
	Old UAC Value:		0x210
	New UAC Value:		0x210
	User Account Control:	-
	User Parameters:	-
	SID History:		-
	Logon Hours:		All

Additional Information:
	Privileges:		-"
Information,3/8/2016 12:40:14 PM,Microsoft-Windows-Security-Auditing,4738,User Account Management,"A user account was changed.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC254

Target Account:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1002
	Account Name:		Admin
	Account Domain:		WIN-8NQK06IH20A

Changed Attributes:
	SAM Account Name:	Admin
	Display Name:		Admin
	User Principal Name:	-
	Home Directory:		<value not set>
	Home Drive:		<value not set>
	Script Path:		<value not set>
	Profile Path:		<value not set>
	User Workstations:	<value not set>
	Password Last Set:	<never>
	Account Expires:		<never>
	Primary Group ID:	513
	AllowedToDelegateTo:	-
	Old UAC Value:		0x210
	New UAC Value:		0x210
	User Account Control:	-
	User Parameters:	<value not set>
	SID History:		-
	Logon Hours:		All

Additional Information:
	Privileges:		-"
Information,3/8/2016 12:40:14 PM,Microsoft-Windows-Security-Auditing,4732,Security Group Management,"A member was added to a security-enabled local group.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC254

Member:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1002
	Account Name:		-

Group:
	Security ID:		BUILTIN\Users
	Group Name:		Users
	Group Domain:		Builtin

Additional Information:
	Privileges:		-"
Information,3/8/2016 12:40:14 PM,Microsoft-Windows-Security-Auditing,4738,User Account Management,"A user account was changed.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC254

Target Account:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1002
	Account Name:		Admin
	Account Domain:		WIN-8NQK06IH20A

Changed Attributes:
	SAM Account Name:	Admin
	Display Name:		Admin
	User Principal Name:	-
	Home Directory:		<value not set>
	Home Drive:		<value not set>
	Script Path:		<value not set>
	Profile Path:		<value not set>
	User Workstations:	<value not set>
	Password Last Set:	<never>
	Account Expires:		<never>
	Primary Group ID:	513
	AllowedToDelegateTo:	-
	Old UAC Value:		0x15
	New UAC Value:		0x210
	User Account Control:	
		Account Enabled
		'Password Not Required' - Disabled
		'Don't Expire Password' - Enabled
	User Parameters:	<value not set>
	SID History:		-
	Logon Hours:		All

Additional Information:
	Privileges:		-"
Information,3/8/2016 12:40:14 PM,Microsoft-Windows-Security-Auditing,4722,User Account Management,"A user account was enabled.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC254

Target Account:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1002
	Account Name:		Admin
	Account Domain:		WIN-8NQK06IH20A"
Information,3/8/2016 12:40:14 PM,Microsoft-Windows-Security-Auditing,4720,User Account Management,"A user account was created.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC254

New Account:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1002
	Account Name:		Admin
	Account Domain:		WIN-8NQK06IH20A

Attributes:
	SAM Account Name:	Admin
	Display Name:		<value not set>
	User Principal Name:	-
	Home Directory:		<value not set>
	Home Drive:		<value not set>
	Script Path:		<value not set>
	Profile Path:		<value not set>
	User Workstations:	<value not set>
	Password Last Set:	<never>
	Account Expires:		<never>
	Primary Group ID:	513
	Allowed To Delegate To:	-
	Old UAC Value:		0x0
	New UAC Value:		0x15
	User Account Control:	
		Account Disabled
		'Password Not Required' - Enabled
		'Normal Account' - Enabled
	User Parameters:	<value not set>
	SID History:		-
	Logon Hours:		All

Additional Information:
	Privileges		-"
Information,3/8/2016 12:40:14 PM,Microsoft-Windows-Security-Auditing,4728,Security Group Management,"A member was added to a security-enabled global group.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC254

Member:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1002
	Account Name:		-

Group:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-513
	Group Name:		None
	Group Domain:		WIN-8NQK06IH20A

Additional Information:
	Privileges:		-"
Information,3/8/2016 12:39:15 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Administrator
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:39:12 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Guest
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:39:12 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Guest
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:38:58 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Guest
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:38:58 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Guest
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:38:53 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Administrator
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:38:36 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Guest
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:38:36 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Administrator
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:38:36 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Guest
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:38:36 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Administrator
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:36:15 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Guest
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:36:15 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Administrator
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:36:00 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Guest
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:36:00 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Administrator
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:35:27 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Guest
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:35:27 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Administrator
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:35:24 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Guest
	Target Account Domain:	WIN-8NQK06IH20A"
Information,3/8/2016 12:35:24 PM,Microsoft-Windows-Security-Auditing,4797,User Account Management,"An attempt was made to query the existence of a blank password for an account.

Subject:
	Security ID:		S-1-5-21-4115010050-4293081376-766057376-1001
	Account Name:		Mark
	Account Domain:		WIN-8NQK06IH20A
	Logon ID:		0xCC278

Additional Information:
	Caller Workstation:	WIN-8NQK06IH20A
	Target Account Name:	Administrator
	Target Account Domain:	WIN-8NQK06IH20A"
